BHS;Bahamas;Biminis;Bimini;District;District;BS.BI;25.10312428;-79.43653209
BHS;Bahamas;Black Point;;District;District;BS.BP;24.04984917;-76.36502596
BHS;Bahamas;Cat Island;Ilha do Gato|Isla del Gato;District;District;BS.CI;24.35596758;-75.5032958
BHS;Bahamas;Central Abaco;;District;District;BS.CB;26.44555091;-77.16701913
BHS;Bahamas;Central Andros;;District;District;BS.CN;24.42060377;-77.9325828
BHS;Bahamas;Central Eleuthera;;District;District;BS.CE;25.12323857;-76.16304128
BHS;Bahamas;City of Freeport;;District;District;BS.FP;26.52018925;-78.64525914
BHS;Bahamas;Crooked Island;;District;District;BS.CK;22.76449698;-74.16305516
BHS;Bahamas;East Grand Bahama;;District;District;BS.EB;26.67171606;-78.14134335
BHS;Bahamas;Exuma;;District;District;BS.EM;23.66139576;-75.96129277
BHS;Bahamas;Grand Cay;;District;District;BS.GC;27.22204869;-78.3203574
BHS;Bahamas;Harbour Island;;District;District;BS.HB;25.5437326;-76.77110705
BHS;Bahamas;Hope Town;;District;District;BS.HT;26.74326587;-77.3248034
BHS;Bahamas;Inagua;Inague;District;District;BS.IN;21.11137008;-73.32208135
BHS;Bahamas;Long Island;Ilha Longa|Isla Larga;District;District;BS.LI;23.22261606;-75.07844548
BHS;Bahamas;Mangrove Cay;;District;District;BS.MC;24.15040886;-77.76952051
BHS;Bahamas;Mayaguana;;District;District;BS.MG;22.37441718;-72.96178845
BHS;Bahamas;Moore's Island;;District;District;BS.MI;26.29116242;-77.56001033
BHS;Bahamas;New Providence;Nova Providência|Nueva Providencia;District;District;BS.NW;25.03500909;-77.39482109
BHS;Bahamas;North Abaco;;District;District;BS.NB;26.80563334;-77.52869382
BHS;Bahamas;North Andros;;District;District;BS.NN;24.7670771;-78.09628069
